"state","city"
"MG","DIAMANTINA"
"MG","DIAMANTINA"
"MG","DIVINO"
"MG","DIVINÓPOLIS"
"MG","DIVINÓPOLIS"
"MG","DIVINÓPOLIS"
"MG","DIVINÓPOLIS"
"MG","DIVISA ALEGRE"
"MG","DORES DO INDAIÁ"
"MG","ELÓI MENDES"
"MG","ENGENHEIRO NAVARRO"
"MG","ENTRE RIOS DE MINAS"
"MG","ENTRE RIOS DE MINAS"
"MG","ERVÁLIA"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESMERALDAS"
"MG","ESPÍRITO SANTO DO DOURADO"
"MG","ESPÍRITO SANTO DO DOURADO"
"MG","ESPÍRITO SANTO DO DOURADO"
"MG","ESTIVA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","EXTREMA"
"MG","FELIXLÂNDIA"
"MG","FELIXLÂNDIA"
"MG","FERROS"
"MG","FERROS"
"MG","FLORESTAL"
"MG","FLORESTAL"
"MG","FLORESTAL"
"MG","FORMIGA"
"MG","FORMIGA"
"MG","FORMIGA"
"MG","FORMIGA"
"MG","FORMIGA"
"MG","FORMIGA"
"MG","FORMIGA"
"MG","FORMIGA"
"MG","FORMOSO"
"MG","FORMOSO"
"MG","FREI LAGONEGRO"
"MG","FRONTEIRA"
"MG","FRONTEIRA"
"MG","FRONTEIRA"
"MG","FRUTAL"
"MG","FRUTAL"
"MG","FRUTAL"
"MG","FRUTAL"
"MG","FRUTAL"
"MG","FUNILÂNDIA"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GOVERNADOR VALADARES"
"MG","GUANHÃES"
"MG","GUAPÉ"
"MG","GUAPÉ"
"MG","GUAPÉ"
"MG","GUAPÉ"
"MG","GUAPÉ"
"MG","GUAPÉ"
"MG","GUAPÉ"
"MG","GUAPÉ"
"MG","GUARACIAMA"
"MG","GUAXUPÉ"
"MG","GUAXUPÉ"
"MG","GUAXUPÉ"
"MG","GUAXUPÉ"
"MG","GUAXUPÉ"
"MG","IBIÁ"
"MG","IBIAÍ"
"MG","IBIAÍ"
"MG","IBIRACI"
"MG","IBIRACI"
"MG","IBIRACI"
"MG","IBIRACI"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","IBIRITÉ"
"MG","ICARAÍ DE MINAS"
"MG","IGARAPÉ"
"MG","IGARAPÉ"
"MG","IGARAPÉ"
"MG","IGARAPÉ"
"MG","IGARAPÉ"
"MG","IGUATAMA"
"MG","ILICÍNEA"
"MG","ILICÍNEA"
"MG","ILICÍNEA"
"MG","ILICÍNEA"
"MG","ILICÍNEA"
"MG","ILICÍNEA"
"MG","ILICÍNEA"
"MG","ILICÍNEA"
"MG","INHAÚMA"
"MG","INHAÚMA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","IPATINGA"
"MG","ITABIRA"
"MG","ITABIRA"
"MG","ITABIRINHA"
"MG","ITABIRITO"
"MG","ITABIRITO"
"MG","ITABIRITO"
"MG","ITABIRITO"
"MG","ITACAMBIRA"
"MG","ITACARAMBI"
"MG","ITAIPÉ"
"MG","ITAJUBÁ"
"MG","ITAMOGI"
"MG","ITAMOGI"
"MG","ITAMONTE"
"MG","ITAMONTE"
"MG","ITANHANDU"
"MG","ITANHOMI"
"MG","ITAPAGIPE"
"MG","ITAPECERICA"
"MG","ITAPECERICA"
"MG","ITATIAIUÇU"
"MG","ITATIAIUÇU"
"MG","ITATIAIUÇU"
"MG","ITAÚ DE MINAS"
"MG","ITAÚ DE MINAS"
"MG","ITAÚ DE MINAS"
"MG","ITAÚ DE MINAS"
"MG","ITAÚ DE MINAS"
"MG","ITAÚNA"
"MG","ITAÚNA"
"MG","ITUIUTABA"
"MG","ITUIUTABA"
"MG","ITUIUTABA"
"MG","ITUIUTABA"
"MG","ITURAMA"
"MG","ITURAMA"
"MG","ITURAMA"
"MG","ITURAMA"
"MG","ITURAMA"
"MG","ITURAMA"
"MG","ITURAMA"
"MG","ITURAMA"
"MG","JABOTICATUBAS"
"MG","JABOTICATUBAS"
"MG","JACINTO"
"MG","JACUÍ"
"MG","JACUTINGA"
"MG","JACUTINGA"
"MG","JAÍBA"
"MG","JANAÚBA"
"MG","JANUÁRIA"
"MG","JANUÁRIA"
"MG","JANUÁRIA"
"MG","JANUÁRIA"
"MG","JESUÂNIA"
"MG","JOÃO MONLEVADE"
"MG","JOÃO MONLEVADE"
"MG","JOÃO MONLEVADE"
"MG","JOAQUIM FELÍCIO"
"MG","JUATUBA"
"MG","JUATUBA"
"MG","JUATUBA"
"MG","JUATUBA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JUIZ DE FORA"
"MG","JURUAIA"
"MG","JURUAIA"
"MG","LAGOA DA PRATA"
"MG","LAGOA DA PRATA"
"MG","LAGOA GRANDE"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAGOA SANTA"
"MG","LAMBARI"
"MG","LASSANCE"
"MG","LAVRAS"
"MG","LEME DO PRADO"
"MG","LONTRA"
"MG","MACHADO"
"MG","MACHADO"
"MG","MACHADO"
"MG","MACHADO"
"MG","MACHADO"
"MG","MACHADO"
"MG","MACHADO"
"MG","MADRE DE DEUS DE MINAS"
"MG","MANGA"
"MG","MANGA"
"MG","MARAVILHAS"
"MG","MARAVILHAS"
"MG","MARAVILHAS"
"MG","MARIANA"
"MG","MARIANA"
"MG","MARIANA"
"MG","MARIANA"
"MG","MARIANA"
"MG","MARIANA"
"MG","MÁRIO CAMPOS"
"MG","MÁRIO CAMPOS"
"MG","MARTINHO CAMPOS"
"MG","MATEUS LEME"
"MG","MATEUS LEME"
"MG","MATEUS LEME"
"MG","MATEUS LEME"
"MG","MATEUS LEME"
"MG","MATIAS CARDOSO"
"MG","MATIPÓ"
"MG","MATO VERDE"
"MG","MATOZINHOS"
"MG","MATOZINHOS"
"MG","MATOZINHOS"
"MG","MATOZINHOS"
"MG","MATOZINHOS"
"MG","MATOZINHOS"
"MG","MIRABELA"
"MG","MIRABELA"
"MG","MIRABELA"
"MG","MOEDA"
"MG","MOEMA"
"MG","MONTE AZUL"
"MG","MONTE AZUL"
"MG","MONTE BELO"
"MG","MONTE BELO"
"MG","MONTE CARMELO"
"MG","MONTE CARMELO"
"MG","MONTE CARMELO"
"MG","MONTE CARMELO"
"MG","MONTE CARMELO"
"MG","MONTE SANTO DE MINAS"
"MG","MONTE SANTO DE MINAS"
"MG","MONTE SIÃO"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MONTES CLAROS"
"MG","MUNHOZ"
"MG","MUNHOZ"
"MG","MUZAMBINHO"
"MG","NANUQUE"
"MG","NANUQUE"
"MG","NEPOMUCENO"
"MG","NEPOMUCENO"
"MG","NOVA ESPERANÇA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA LIMA"
"MG","NOVA PONTE"
"MG","NOVA RESENDE"
"MG","NOVA RESENDE"
"MG","NOVA RESENDE"
"MG","NOVA SERRANA"
"MG","NOVA SERRANA"
"MG","NOVA SERRANA"
"MG","NOVA SERRANA"
"MG","NOVO CRUZEIRO"
"MG","OLHOS DÁGUA"
"MG","OLÍMPIO NORONHA"
"MG","OLIVEIRA"
"MG","OURO BRANCO"
"MG","OURO BRANCO"
"MG","OURO BRANCO"
"MG","OURO BRANCO"
"MG","OURO BRANCO"
"MG","OURO FINO"
"MG","OURO FINO"
"MG","OURO FINO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","OURO PRETO"
"MG","PADRE PARAÍSO"
"MG","PAINS"
"MG","PAINS"
"MG","PAINS"
"MG","PALMÓPOLIS"
"MG","PAPAGAIOS"
"MG","PARÁ DE MINAS"
"MG","PARÁ DE MINAS"
"MG","PARÁ DE MINAS"
"MG","PARÁ DE MINAS"
"MG","PARAGUAÇU"
"MG","PARAGUAÇU"
"MG","PARAISÓPOLIS"
"MG","PARAOPEBA"
"MG","PARAOPEBA"
"MG","PARAOPEBA"
"MG","PARAOPEBA"
"MG","PASSABÉM"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PASSOS"
"MG","PATOS DE MINAS"
"MG","PATOS DE MINAS"
"MG","PEDRA AZUL"
"MG","PEDRA AZUL"
"MG","PEDRINÓPOLIS"
"MG","PEDRO LEOPOLDO"
"MG","PEDRO LEOPOLDO"
"MG","PEDRO LEOPOLDO"
"MG","PEDRO LEOPOLDO"
"MG","PEDRO LEOPOLDO"
"MG","PEDRO LEOPOLDO"
"MG","PEDRO LEOPOLDO"
"MG","PERDIZES"
"MG","PERIQUITO"
"MG","PIMENTA"
"MG","PIMENTA"
"MG","PIMENTA"
"MG","PIRANGA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIRAPORA"
"MG","PIUMHI"
"MG","PIUMHI"
"MG","PIUMHI"
"MG","PIUMHI"
"MG","PIUMHI"
"MG","PIUMHI"
"MG","PLANURA"
"MG","PLANURA"
"MG","PLANURA"
"MG","PLANURA"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POÇOS DE CALDAS"
"MG","POMPÉU"
"MG","POMPÉU"
"MG","POMPÉU"
"MG","POMPÉU"
"MG","PONTE NOVA"
"MG","PONTO CHIQUE"
"MG","PORTEIRINHA"
"MG","PORTEIRINHA"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALEGRE"
"MG","POUSO ALTO"
"MG","POUSO ALTO"
"MG","POUSO ALTO"
"MG","POUSO ALTO"
"MG","PRATA"
"MG","PRATA"
"MG","PRATA"
"MG","PRATÁPOLIS"
"MG","PRATÁPOLIS"
"MG","PRUDENTE DE MORAES"
"MG","PRUDENTE DE MORAIS"
"MG","RAPOSOS"
"MG","RAPOSOS"
"MG","RAPOSOS"
"MG","RESENDE COSTA"
"MG","RESSAQUINHA"
"MG","RIACHO DOS MACHADOS"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIBEIRÃO DAS NEVES"
"MG","RIO ACIMA"
"MG","RIO ACIMA"
"MG","RIO ACIMA"
"MG","RIO PIRACICABA"
"MG","RIO PRETO"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SABARÁ"
"MG","SACRAMENTO"
"MG","SACRAMENTO"
"MG","SALINAS"
"MG","SALINAS"
"MG","SALINAS"
"MG","SALINAS"
"MG","SANTA BÁRBARA"
"MG","SANTA BÁRBARA"
"MG","SANTA BÁRBARA"
"MG","SANTA BÁRBARA"
"MG","SANTA BÁRBARA"
"MG","SANTA CLARA"
"MG","SANTA JULIANA"
"MG","SANTA JULIANA"
"MG","SANTA JULIANA"
"MG","SANTA JULIANA"
"MG","SANTA JULIANA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA LUZIA"
"MG","SANTA MARIA DO SUAÇUÍ"
"MG","SANTA RITA DE CALDAS"
"MG","SANTA RITA DE CALDAS"
"MG","SANTA RITA DO SAPUCAÍ"
"MG","SANTANA DO JACARÉ"
"MG","SANTANA DO PARAÍSO"
"MG","SANTANA DO PARAÍSO"
"MG","SANTANA DO PARAÍSO"
"MG","SANTO ANTÔNIO DO AMPARO"
"MG","SANTO ANTÔNIO DO MONTE"
"MG","SANTO ANTÔNIO DO MONTE"
"MG","SANTOS DUMONT"
"MG","SÃO FRANCISCO"
"MG","SÃO FRANCISCO"
"MG","SÃO FRANCISCO"
"MG","SÃO GONÇALO DO RIO ABAIXO"
"MG","SÃO GONÇALO DO RIO ABAIXO"
"MG","SÃO GONÇALO DO SAPUCAÍ"
"MG","SÃO JOÃO BATISTA DO GLÓRIA"
"MG","SÃO JOÃO BATISTA DO GLÓRIA"
"MG","SÃO JOÃO BATISTA DO GLÓRIA"
"MG","SÃO JOÃO BATISTA DO GLÓRIA"
"MG","SÃO JOÃO DA MATA"
"MG","SÃO JOÃO DA PONTE"
"MG","SÃO JOÃO DAS MISSÕES"
"MG","SÃO JOÃO DAS MISSÕES"
"MG","SÃO JOÃO DEL REI"
"MG","SÃO JOÃO DO PARAÍSO"
"MG","SÃO JOAQUIM DE BICAS"
"MG","SÃO JOAQUIM DE BICAS"
"MG","SÃO JOAQUIM DE BICAS"
